,SUM_RAIN_FALL(mm),SUM_SNOW_FALL(cm),TEMP(deg C)_MEAN,RH(%)_MEAN,WD_SPD(m/s)_MEAN,VIS(10m)_MEAN,DP_TEMP(deg C)_MEAN,SOL_RAD(MJ/m2)_MEAN,RAIN_FALL(mm)_MEAN,SNOW_FALL(cm)_MEAN,SUM_RBC,SEASONS_Spring,SEASONS_Summer,SEASONS_Autumn,HOLIDAY_Holiday,DAY_TYPE_WKEND
1,-0.321659674,-0.234259772,1.092102812,0.187910008,-0.844248034,0.852520895,0.986788034,0.968175584,-0.321659674,-0.234259772,26010,0,0,1,0,1
2,-0.321659674,-0.234259772,1.051795517,-0.255664849,-0.361632066,1.170001142,0.84678056,0.880414355,-0.321659674,-0.234259772,26881,0,0,1,0,1
3,-0.321659674,-0.234259772,0.902082705,0.880995723,0.719155808,0.065863063,1.019122324,1.050697336,-0.321659674,-0.234259772,29529,0,0,1,0,0
4,-0.321659674,-0.234259772,0.952466824,0.226722808,1.269745857,1.088304826,0.887198422,1.158106602,-0.321659674,-0.234259772,31114,0,0,1,0,0
5,-0.321659674,-0.234259772,0.988095595,0.825548866,0.277324287,0.434905039,1.106101563,-0.339073768,-0.321659674,-0.234259772,27838,0,0,1,0,0
6,-0.196581679,-0.234259772,0.807432538,-0.100413649,1.228961409,0.872240695,0.67023534,0.780864304,-0.196581679,-0.234259772,30381,0,0,1,0,0
7,-0.321659674,-0.234259772,0.767125242,-0.646565192,-0.096533153,1.145586151,0.449715485,1.196092805,-0.321659674,-0.234259772,29813,0,0,1,0,1
8,-0.321659674,-0.234259772,0.790157983,-0.593890678,-0.803463586,1.176403674,0.485283203,1.019260478,-0.321659674,-0.234259772,28354,0,0,1,0,1
9,-0.321659674,-0.234259772,0.875451099,-0.552305535,-0.266468354,1.175976839,0.59327973,0.8149209,-0.321659674,-0.234259772,30781,0,0,1,0,0
10,-0.321659674,-0.234259772,0.839462442,-0.430322449,-0.660718018,1.159244887,0.613003647,0.8869637,-0.321659674,-0.234259772,31809,0,0,1,0,0
11,-0.321659674,-0.234259772,0.918277601,0.259990923,-0.817058402,1.153952127,0.90142551,-0.090198641,-0.321659674,-0.234259772,30991,0,0,1,0,0
12,-0.304982608,-0.234259772,0.898483839,1.163774695,-1.197713251,1.082499864,1.13035228,-0.809316772,-0.304982608,-0.234259772,25079,0,0,1,0,1
13,-0.154889014,-0.234259772,0.823267547,1.632300638,0.032617599,-1.417304941,1.174650256,-0.940303681,-0.154889014,-0.234259772,14178,0,0,1,0,1
14,-0.321659674,-0.234259772,0.780800932,0.085333323,-0.647123202,0.811630054,0.702246286,0.292283133,-0.321659674,-0.234259772,0,0,0,1,0,0
15,-0.304982608,-0.234259772,0.81139129,0.090878008,-1.265687331,0.627407851,0.743634177,-0.387538925,-0.304982608,-0.234259772,0,0,0,1,0,0
16,0.095266976,-0.234259772,0.538957159,1.452098352,0.025820191,-0.071919437,0.882024936,-1.249432786,0.095266976,-0.234259772,14282,0,0,1,0,0
17,1.179276267,-0.234259772,0.566308538,1.806958239,-0.640325794,0.550918929,0.988728092,-0.957331979,1.179276267,-0.234259772,18266,0,0,1,0,0
18,0.220344971,-0.234259772,0.708103845,0.33484418,0.012225375,0.262975698,0.668295282,0.712751111,0.220344971,-0.234259772,26398,0,0,1,0,1
19,-0.321659674,-0.234259772,0.57026729,-0.236258449,-0.212089089,1.158135115,0.424818082,0.150817271,-0.321659674,-0.234259772,20060,0,0,1,1,1
20,-0.321659674,-0.234259772,0.432790621,-0.726963135,0.698763584,1.177428079,0.14318642,0.961626238,-0.321659674,-0.234259772,17259,0,0,1,1,0
21,-0.321659674,-0.234259772,0.404359583,-0.641020507,-1.020980643,1.178537852,0.134779505,0.860766318,-0.321659674,-0.234259772,23350,0,0,1,1,0
22,-0.321659674,-0.234259772,0.516644192,-0.749141878,-0.796666178,1.181098865,0.224345487,0.607961584,-0.321659674,-0.234259772,30789,0,0,1,0,0
23,-0.321659674,-0.234259772,0.407238675,-0.07269022,-0.701502466,1.180842763,0.37437659,-0.636414052,-0.321659674,-0.234259772,0,0,0,1,0,0
24,-0.321659674,-0.234259772,0.627489254,-0.197445649,-1.143333987,1.178623219,0.472996173,0.753357053,-0.321659674,-0.234259772,31447,0,0,1,0,1
25,-0.321659674,-0.234259772,0.441068012,-0.305567021,0.488043935,1.03520649,0.278667093,0.436368733,-0.321659674,-0.234259772,0,0,0,1,0,1
26,-0.321659674,-0.234259772,0.226935505,-0.275071249,1.793146273,1.152586253,0.15321005,0.194042951,-0.321659674,-0.234259772,27909,0,0,1,0,0
27,-0.321659674,-0.234259772,0.25680609,0.16018658,-0.157709825,0.861996643,0.274140293,0.683933991,-0.321659674,-0.234259772,0,0,0,1,0,0
28,4.389611475,-0.234259772,0.450065177,1.715470924,0.759940256,0.223792199,0.859714276,-0.885289179,4.389611475,-0.234259772,16037,0,0,1,0,1
29,-0.321659674,-0.234259772,0.341379433,-0.017243363,-0.028559073,0.846459831,0.257973148,0.266085751,-0.321659674,-0.234259772,27614,0,0,1,0,1
30,-0.321659674,-0.234259772,0.165035015,-0.793499364,-1.000588419,1.150110607,-0.114194525,0.217620595,-0.321659674,-0.234259772,29362,0,0,1,0,0
31,-0.321659674,-0.234259772,0.189147415,-0.383192621,-0.95980397,1.167013293,0.077547812,-0.619385754,-0.321659674,-0.234259772,0,0,0,1,1,0
32,-0.321659674,-0.234259772,-0.270067844,-0.541216164,0.78033248,1.165220584,-0.36381524,0.235958762,-0.321659674,-0.234259772,24526,0,0,1,0,0
33,-0.321659674,-0.234259772,-0.172538584,-0.341607478,-0.78986877,1.105719715,-0.22639451,0.530679308,-0.321659674,-0.234259772,26237,0,0,1,0,0
34,-0.321659674,-0.234259772,-0.035781689,-0.180811592,-1.109346947,-0.097785668,-0.096410666,0.414100959,-0.321659674,-0.234259772,25542,0,0,1,0,1
35,-0.321659674,-0.234259772,0.016041977,-0.025560392,-0.572351714,-0.220458192,0.006735718,0.322410122,-0.321659674,-0.234259772,24349,0,0,1,0,1
36,-0.321659674,-0.234259772,0.143801708,-0.183583935,-0.85784285,-0.031455431,0.072050983,-0.061381521,-0.321659674,-0.234259772,26956,0,0,1,0,0
37,-0.321659674,-0.234259772,-0.002312238,-0.355469192,-0.82385581,0.30591535,-0.145235443,0.36956541,-0.321659674,-0.234259772,26502,0,0,1,0,0
38,-0.321659674,-0.234259772,0.051670747,-0.316656392,-1.061765091,0.480832539,-0.093500579,0.308001562,-0.321659674,-0.234259772,25355,0,0,1,0,1
39,-0.321659674,-0.234259772,0.048071881,-0.552305535,-1.007385827,0.345781786,-0.156875787,0.28180418,-0.321659674,-0.234259772,23906,0,0,1,0,1
40,-0.321659674,-0.234259772,0.10169498,-0.588345992,-1.279282147,-0.488681622,-0.076040063,-0.194988168,-0.321659674,-0.234259772,26075,0,0,1,0,0
41,0.095266976,-0.234259772,-0.027144411,0.880995723,-0.762679138,-1.161971944,0.262499948,-0.777879913,0.095266976,-0.234259772,21601,0,0,1,0,0
42,-0.321659674,-0.234259772,-0.020306567,0.576038009,-0.742286914,-0.00234525,0.152563364,0.002802064,-0.321659674,-0.234259772,26418,0,0,1,0,0
43,0.595578956,-0.234259772,-0.025344979,0.950304295,-0.096533153,-0.08096835,0.270906864,-1.390898648,0.595578956,-0.234259772,13377,0,0,1,0,0
44,-0.321659674,-0.234259772,-0.337006746,-0.555077878,2.683606723,1.153439924,-0.41069996,-0.26441123,-0.321659674,-0.234259772,18398,0,0,1,0,1
45,-0.321659674,-0.234259772,-0.456129199,-0.225169078,-0.096533153,1.102134297,-0.420400247,0.116760675,-0.321659674,-0.234259772,21545,0,0,1,0,0
46,-0.321659674,-0.234259772,-0.385591432,-0.280615935,-0.742286914,0.752299919,-0.390329357,0.043408006,-0.321659674,-0.234259772,22964,0,0,1,0,0
47,-0.321659674,-0.234259772,-0.134030722,-0.128137078,-0.796666178,-0.722843579,-0.160755902,-0.003747281,-0.321659674,-0.234259772,0,0,0,1,0,1
48,-0.321659674,-0.234259772,-0.098761838,-0.241803135,-0.558756898,-0.374460441,-0.166252731,-0.027324925,-0.321659674,-0.234259772,20471,0,0,1,0,1
49,-0.321659674,-0.234259772,-0.058094656,0.759012637,-1.333661411,-2.076082856,0.195244626,-0.755612139,-0.321659674,-0.234259772,0,0,0,1,0,0
50,-0.154889014,-0.234259772,-0.002672125,1.44932601,-0.980196195,-1.688686954,0.411561023,-1.253362393,-0.154889014,-0.234259772,16525,0,0,1,0,0
51,3.514065509,-0.234259772,-0.094803086,2.20617561,0.256932063,-1.140971637,0.486899918,-1.612266524,3.514065509,-0.234259772,1721,0,0,1,0,0
52,1.262661597,-0.234259772,-0.067451707,0.822776523,2.167003714,-0.607939461,0.198478055,-0.506737012,1.262661597,-0.234259772,0,0,0,1,0,0
53,-0.321659674,-0.234259772,-0.060613862,0.720199837,-0.68790765,-1.985764464,0.15773685,-0.324665208,-0.321659674,-0.234259772,18473,0,0,1,0,1
54,-0.321659674,-0.234259772,-0.381272793,0.753467952,-1.143333987,-1.378633645,-0.084770321,-1.296588073,-0.321659674,-0.234259772,13138,0,0,1,0,1
55,-0.321659674,-0.234259772,-0.412582925,-0.333290449,-0.864640258,0.711750546,-0.412640017,-0.196298037,-0.321659674,-0.234259772,21003,0,0,1,0,0
56,-0.321659674,-0.234259772,-0.268988184,-0.183583935,-0.986993603,0.042728579,-0.254525341,-0.263101361,-0.321659674,-0.234259772,22707,0,0,1,0,0
57,-0.321659674,-0.234259772,-0.279065008,-0.178039249,-1.150131395,-0.966395916,-0.271015829,-0.532934394,-0.321659674,-0.234259772,21502,0,0,1,0,0
58,-0.321659674,-0.234259772,-0.328369468,0.329299494,-0.082938337,-1.466561758,-0.140385299,-0.699287768,-0.321659674,-0.234259772,20660,0,0,1,0,0
59,-0.321659674,-0.234259772,-0.599004167,-0.751914221,-0.946209154,0.610505165,-0.674871105,-0.802767426,-0.321659674,-0.234259772,14319,0,0,1,0,1
60,-0.321659674,-0.234259772,-0.52738674,-0.338835135,-0.572351714,-0.688269903,-0.501559314,-0.758231877,-0.321659674,-0.234259772,18956,0,0,1,0,0
61,-0.321659674,-0.234259772,-0.568053922,-1.45886165,0.222945023,0.899899636,-0.954886053,-0.339073768,-0.321659674,-0.234259772,19127,0,0,1,0,0
62,-0.221597278,-0.234259772,-0.566974262,0.157414237,-1.061765091,0.027618602,-0.424280362,-1.397447993,-0.221597278,-0.234259772,15732,0,0,1,0,0
63,0.587240423,8.319606018,-0.899149564,0.767329666,0.046212415,-0.553304517,-0.611172555,-1.341123622,0.587240423,8.319606018,6477,0,0,1,0,1
64,-0.321659674,4.265486654,-0.686456602,1.235855609,-1.238497699,-1.969288614,-0.247088455,-0.749062793,-0.321659674,4.265486654,11212,0,0,1,0,1
65,-0.321659674,0.080939857,-0.560496304,0.806142466,-1.136536579,-1.942227243,-0.24547174,-0.467440939,-0.321659674,0.080939857,17162,0,0,1,0,0
66,-0.321659674,-0.234259772,-0.648308626,-2.168581423,-0.048951297,0.012508625,-1.347100985,-0.515906095,-0.321659674,-0.234259772,16524,0,0,1,0,0
67,-0.321659674,-0.234259772,-0.821054179,-1.356284965,-0.837450626,0.355940471,-1.072259524,-1.41578616,-0.321659674,-0.234259772,16423,0,0,1,0,0
68,-0.321659674,-0.234259772,-0.867839432,-0.743597193,-0.477188002,0.32563515,-0.960706225,-0.445173165,-0.321659674,-0.234259772,16297,0,0,1,0,0
69,-0.113196349,-0.234259772,-1.067576477,0.387518694,2.982692675,-0.694501701,-0.806795007,0.566045773,-0.113196349,-0.234259772,5132,1,0,0,1,0
70,-0.321659674,-0.234259772,-1.205413032,-1.464406336,-0.137317601,0.525138064,-1.468031228,0.708821504,-0.321659674,-0.234259772,8433,1,0,0,0,0
71,-0.113196349,-0.234259772,-0.257111928,2.037062696,-0.810260994,-1.721724022,0.310354697,-1.270390691,-0.113196349,-0.234259772,4688,1,0,0,0,1
72,0.720656952,-0.234259772,-0.58496859,0.678614695,0.311311327,0.850472084,-0.299146661,0.02375997,0.720656952,-0.234259772,8597,1,0,0,0,0
73,-0.321659674,-0.234259772,-0.571652787,-0.513492735,-0.014964257,0.923290221,-0.591448638,-0.374440234,-0.321659674,-0.234259772,11170,1,0,0,0,0
74,0.053574311,-0.234259772,-0.697972973,1.291302467,0.501638752,-1.222582585,-0.235448111,-0.434694212,0.053574311,-0.234259772,7711,1,0,0,0,0
75,-0.321659674,-0.234259772,-0.70876957,0.243356866,-0.34803725,-0.695184638,-0.489595626,-0.445173165,-0.321659674,-0.234259772,11642,1,0,0,0,0
76,-0.321659674,-0.234259772,-0.730362764,0.442965551,0.365690591,-0.905870642,-0.471165081,0.370875279,-0.321659674,-0.234259772,11064,1,0,0,0,1
77,-0.321659674,-0.234259772,-0.433816232,-0.926571821,-0.531567266,-1.250156159,-0.605999069,0.039478399,-0.321659674,-0.234259772,13339,1,0,0,0,0
78,-0.321659674,-0.234259772,-0.100201385,0.057609894,-0.001369441,-0.920297682,-0.028508657,0.072225126,-0.321659674,-0.234259772,15963,1,0,0,0,0
79,-0.321659674,-0.234259772,0.342459093,0.110284408,0.875496192,0.721140927,0.355622702,0.241198239,-0.321659674,-0.234259772,19180,1,0,0,0,0
80,1.929744238,-0.234259772,0.016401863,2.189541553,0.467651711,-1.657869431,0.575495871,-1.591308618,1.929744238,-0.234259772,6227,1,0,0,0,0
81,-0.321659674,-0.234259772,-0.471244435,-0.555077878,0.284121695,1.160696128,-0.541653833,0.98782362,-0.321659674,-0.234259772,15277,1,0,0,0,0
82,-0.321659674,-0.234259772,-0.555098005,-0.696467364,-0.212089089,0.483649653,-0.650297045,0.556876689,-0.321659674,-0.234259772,15389,1,0,0,0,1
83,-0.321659674,-0.234259772,-0.409703832,-0.302794678,-0.905424706,-1.182886883,-0.390006015,-0.842063499,-0.321659674,-0.234259772,9609,1,0,0,0,1
84,-0.321659674,-0.234259772,-0.67098148,-1.184399707,2.826352291,1.17563537,-0.876313729,0.097112639,-0.321659674,-0.234259772,11515,1,0,0,0,0
85,-0.321659674,-0.234259772,-0.687536262,0.25721858,0.821116928,-0.389485051,-0.517726458,0.894822915,-0.321659674,-0.234259772,14007,1,0,0,0,0
86,-0.321659674,-0.234259772,-0.581729611,-0.078234906,0.345298367,-1.276193124,-0.519989859,0.715370849,-0.321659674,-0.234259772,14969,1,0,0,0,0
87,-0.321659674,-0.234259772,-0.173618244,0.473461323,0.433664671,-1.972959399,-0.050172631,0.712751111,-0.321659674,-0.234259772,13084,1,0,0,0,0
88,-0.321659674,-0.234259772,0.023599595,0.124146123,-0.205291681,-1.910299947,0.090804871,0.309311431,-0.321659674,-0.234259772,14710,1,0,0,0,0
89,-0.321659674,-0.234259772,0.099895547,0.487323037,0.753142848,-1.130556851,0.252476319,0.042098137,-0.321659674,-0.234259772,17295,1,0,0,0,0
90,-0.321659674,-0.234259772,0.236292556,0.559403952,-0.048951297,-1.810249705,0.379873419,0.162606093,-0.321659674,-0.234259772,17450,1,0,0,0,0
91,-0.321659674,-0.234259772,0.160716377,-0.222396735,0.086996863,-1.058336284,0.046830237,0.837188675,-0.321659674,-0.234259772,19301,1,0,0,0,0
92,-0.321659674,-0.234259772,0.097736227,-0.288932964,0.277324287,-0.393838773,-0.005227969,0.453397031,-0.321659674,-0.234259772,19247,1,0,0,0,1
93,0.512193626,-0.234259772,-0.433096459,1.926168981,0.426867263,-0.567560823,0.121522446,-1.50223752,0.512193626,-0.234259772,2596,1,0,0,0,0
94,0.262037636,-0.234259772,-0.56193585,1.041791609,2.139814082,-1.177081921,-0.188563391,-0.318115863,0.262037636,-0.234259772,11520,1,0,0,0,0
95,-0.071503684,-0.234259772,-0.777148017,-0.094868963,0.012225375,0.319488719,-0.688451507,-0.745133186,-0.071503684,-0.234259772,6666,1,0,0,0,1
96,-0.321659674,-0.234259772,-0.460447838,0.126918465,-1.102549539,-1.018213746,-0.444650964,1.034978907,-0.321659674,-0.234259772,19082,1,0,0,0,0
97,0.095266976,-0.234259772,0.15927683,-0.76023125,2.785567843,0.414758403,-0.090267151,0.511031271,0.095266976,-0.234259772,16696,1,0,0,0,0
98,-0.321659674,-0.234259772,0.004885493,-0.333290449,2.092232226,-0.187335757,-0.146528814,1.472475183,-0.321659674,-0.234259772,0,1,0,0,0,0
99,-0.321659674,-0.234259772,0.018921069,-1.727778908,1.385301793,0.948132047,-0.671314334,1.433179111,-0.321659674,-0.234259772,22729,1,0,0,0,0
100,-0.321659674,-0.234259772,0.127966699,-2.404230566,-0.531567266,1.177769548,-0.894420931,-0.122945368,-0.321659674,-0.234259772,23240,1,0,0,0,0
101,0.428808296,-0.234259772,-0.278345235,1.116644866,0.168565759,-0.070041361,0.035513236,-1.326715062,0.428808296,-0.234259772,6980,1,0,0,0,1
102,-0.321659674,-0.234259772,-0.293460471,0.620395494,0.997849536,-0.24965374,-0.045645831,0.480904282,-0.321659674,-0.234259772,10207,1,0,0,0,1
103,-0.321659674,-0.234259772,-0.119275373,-0.965384621,-0.205291681,0.847569603,-0.430100534,1.4633061,-0.321659674,-0.234259772,23198,1,0,0,0,0
104,-0.321659674,-0.234259772,-0.000152919,-1.428365879,0.141376127,0.407843668,-0.476661911,1.363756049,-0.321659674,-0.234259772,22234,1,0,0,0,0
105,-0.321659674,-0.234259772,-0.037221235,-1.528170222,0.352095775,0.153278974,-0.576251522,1.502602172,-0.321659674,-0.234259772,21670,1,0,0,0,0
106,-0.321659674,-0.234259772,0.084420424,-1.386780736,0.324906143,-0.532048109,-0.421693618,1.145007911,-0.321659674,-0.234259772,17730,1,0,0,0,0
107,-0.321659674,-0.234259772,0.453664042,-0.83785685,-0.660718018,-1.297449532,0.107618701,1.186923722,-0.321659674,-0.234259772,22593,1,0,0,0,0
108,-0.321659674,-0.234259772,0.505487708,-1.533714908,0.168565759,-0.266897895,-0.321133978,1.640138427,-0.321659674,-0.234259772,24404,1,0,0,0,1
109,0.804042282,-0.234259772,0.278399284,-0.388737307,-1.075359907,0.319488719,0.112468845,-1.117136008,0.804042282,-0.234259772,6852,1,0,0,0,1
110,4.76484546,-0.234259772,-0.292380811,2.355882125,0.787129888,-1.438134514,0.342042301,-1.44460328,4.76484546,-0.234259772,977,1,0,0,0,0
111,-0.071503684,-0.234259772,-0.053056244,0.454054923,-0.511175042,1.05612143,0.095331671,-0.455652117,-0.071503684,-0.234259772,20144,1,0,0,0,0
112,-0.321659674,-0.234259772,0.124007947,-1.30361045,-0.41601133,0.937034324,-0.37383887,1.486883743,-0.321659674,-0.234259772,26285,1,0,0,0,0
113,-0.321659674,-0.234259772,0.196705033,-0.552305535,0.236539839,-0.137908206,-0.010401455,1.080824325,-0.321659674,-0.234259772,25670,1,0,0,0,0
114,-0.321659674,-0.234259772,0.238811762,-0.444184164,-0.035356481,-0.895797324,0.087248099,1.215740842,-0.321659674,-0.234259772,25861,1,0,0,0,0
115,-0.321659674,-0.234259772,0.233053577,-0.524582107,0.488043935,-0.552706947,-0.010401455,1.627039736,-0.321659674,-0.234259772,24940,1,0,0,0,1
116,-0.321659674,-0.234259772,0.264363708,-1.015286793,0.284121695,-0.348850311,-0.121631411,1.425319896,-0.321659674,-0.234259772,25349,1,0,0,0,1
117,-0.321659674,-0.234259772,0.520243057,0.132463151,-0.225683905,-1.900568098,0.518587522,0.932809118,-0.321659674,-0.234259772,25462,1,0,0,0,0
118,0.678964287,-0.234259772,0.281638263,2.034290353,0.216147615,-1.910470681,0.786638782,-1.460321709,0.678964287,-0.234259772,7448,1,0,0,0,0
119,-0.238274344,-0.234259772,-0.154904143,0.437420866,1.725172193,0.744190044,0.012232547,-0.188438823,-0.238274344,-0.234259772,21027,1,0,0,0,0
120,1.512817587,-0.234259772,0.354695236,1.707153896,-1.020980643,-0.41099756,0.773381723,-0.564371252,1.512817587,-0.234259772,14556,1,0,0,0,1
121,-0.321659674,-0.234259772,0.533918747,0.287714351,-0.851045442,0.575590021,0.522144293,0.534608915,-0.321659674,-0.234259772,28140,1,0,0,0,0
122,-0.321659674,-0.234259772,0.229814598,0.495640066,0.861901376,-0.661806102,0.364029618,1.691223321,-0.321659674,-0.234259772,0,1,0,0,0,0
123,2.304978223,-0.234259772,0.121848627,1.784779496,-1.211308067,-2.044582396,0.5742025,-1.610956655,2.304978223,-0.234259772,3034,1,0,0,0,1
124,-0.321659674,-0.234259772,0.425952777,0.933670238,-0.545162082,-2.169218363,0.638224393,0.729779409,-0.321659674,-0.234259772,27793,1,0,0,0,0
125,-0.321659674,-0.234259772,0.853138132,-0.128137078,-1.054967683,-1.295656823,0.676702197,0.990443358,-0.321659674,-0.234259772,28478,1,0,0,0,0
126,3.388987514,-0.234259772,0.830105392,2.14795641,0.120983903,-1.959044562,1.290730356,-1.57428032,3.388987514,-0.234259772,6416,1,0,0,0,0
127,6.557630057,-0.234259772,0.719260329,2.494499268,-0.912222114,-1.37701167,1.269389725,-1.265151215,6.557630057,-0.234259772,3521,1,0,0,0,0
128,0.303730301,-0.234259772,0.352895804,2.05092441,-0.68790765,-0.687245498,0.850337332,-1.045093208,0.303730301,-0.234259772,16087,1,0,0,0,0
129,-0.321659674,-0.234259772,0.384925708,-0.751914221,-0.307252802,1.174525598,0.140276334,2.031789285,-0.321659674,-0.234259772,30994,1,0,0,0,1
130,-0.321659674,-0.234259772,0.367291266,-1.633519251,-0.55195949,1.182208637,-0.268429086,0.104971853,-0.321659674,-0.234259772,27829,1,0,0,0,1
131,0.428808296,-0.234259772,0.465180412,0.138007837,-1.095752131,-0.553048416,0.685432456,-0.360031674,0.428808296,-0.234259772,13790,1,0,0,1,0
132,0.512193626,-0.234259772,0.401120604,0.240584523,1.589224033,0.470759221,0.381166791,2.040958368,0.512193626,-0.234259772,27674,1,0,0,0,0
133,-0.321659674,-0.234259772,0.444666878,-0.751914221,0.868698784,0.369257739,0.14544982,1.755406907,-0.321659674,-0.234259772,28781,1,0,0,0,0
134,-0.321659674,-0.234259772,0.748771027,-0.541216164,-0.504377634,-0.564060772,0.448745456,1.734449001,-0.321659674,-0.234259772,28079,1,0,0,0,1
135,-0.321659674,-0.234259772,0.671755302,-1.081823021,0.324906143,0.276122232,0.267350092,0.458636508,-0.321659674,-0.234259772,28991,1,0,0,0,1
